id,name,description,image,type,weight,special_effect,how_to_acquire,in_game_section,dlc
armor_384,Fire Prelate Armor (Altered),"Black iron armor. Attire of the Fire Prelates, commanders of the Fire Monks. The weighty frames of the Prelates symbolized the onus of their grave vows as guardians of the flame. ""Etch this sight upon thine breast. Of my thunderous gravity.""",http://eldenring.wiki.fextralife.com/file/Elden-Ring/fire_prelate_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,23.6,,Drops from Fire Prelates.,11,Base Game
armor_385,Foot Soldier Tabard,Padded cloth armor with more than a few stains. Widely issued to foot soldiers in a lord's army.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/foot_soldier_tabard_elden_ring_wiki_guide_200px.png,chest armor,8.3,,All pieces of the Godrick Foot Soldier Set drop from Godrick Foot Soldiers,5,Base Game
armor_386,Gelmir Knight Armor (Altered),"Armor worn by knights once loyal to Praetor Rykard. It bears an emblem that none wear any longer, standing as it does for a lord that fell from lofty ambition into gluttonous depravity. As the lord lost his dignity, so too did these knights lose their master.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/gelmir_knight_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,10.8,,"After completing Boc's Questline, you (or Boc) can alter Gelmir Knight Armor into Gelmir Knight Armor (Altered).",8,Base Game
armor_387,Godrick Knight Armor (Altered),"Armor worn by knights loyal to Godrick the Grafted. Its left breast is emblazoned with a two-headed war axe, an emblem of the golden lineage. The knights surely boasted of their strength in days long gone.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/godrick_knight_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,10.8,,Gatefront Ruins: Dropped by the heavy Godrick Knight patrolling the outpost. Fort Haight: Chance to drop from the Godrick Knight atop the fort walls.,8,Base Game
armor_388,Godskin Noble Robe,"Robe made by sewing together patches of smooth skin. Subcutaneous fat makes it plump and soft. Worn by Godskin Nobles, known for their seven-face aprons.Strengthens the Noble Presence incantation.Nobles are the most ancient apostles who are said to have assimilated inhuman physiology. Not unlike the crucible, the Erdtree in its primordial form.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/godskin_noble_robe_elden_ring_wiki_guide_200px.png,chest armor,6.3,Strengthens the Noble Presence incantation,Defeat the Godskin Noble found on the bridge that connects the study hall to the Divine Tower of Liurnia.Elden Ring Map here.,3,Base Game
armor_389,Goldmask's Rags,Worn rags that just barely cover the body.Lord Goldmask felt no draw to the vain excess of clothing; what use is finery to one who seeks greater brilliance?,http://eldenring.wiki.fextralife.com/file/Elden-Ring/goldmasks_rags_elden_ring_wiki_guide_200px.png,chest armor,2.4,,"Can all be found on Goldmask's body after the completion of Brother Corhyn's questline. Head south from the Capital of Ash site of grace and go down the small path in the direction of the colosseum. Go past the plant enemies and stick to the left and you will find Goldmask. Look the rune from him, and reset the area and return to find his set (Except for the Helmet) on his body. Elden Ring Map here",2,Base Game
armor_390,Gravekeeper Cloak,"Defensive wear encircled by bronze snakes.Worn by gladiators who were driven from the colosseum. The wearer becomes a slightly easier target for foes.The snake is viewed as a traitor to the Erdtree, and the audience delighted in seeing these bronze effigies beaten and battered.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/gravekeeper_cloak_elden_ring_wiki_guide_200px.png,chest armor,6.3,,"The Duelist Set pieces can be dropped as loot from the Duelist enemies located in Leyndell, Royal Capital.There is an apparent Colosseum on a hill in the southeast area of the city that has two Duelists, one patrolling the path and one at the top. Both of these enemies have a chance to drop all three pieces.",5,Base Game
armor_391,Gravekeeper Cloak (Altered),"Defensive wear encircled by bronze snakes. Worn by gladiators who were driven from the colosseum. The wearer becomes a slightly easier target for foes. The snake is viewed as a traitor to the Erdtree, and the audience delighted in seeing these bronze effigies beaten and battered.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/gravekeeper_cloak_(altered)_elden_ring_wiki_guide_200px.png,chest armor,5.1,,"After completing Boc's Questline, you (or Boc) can alter Gravekeeper Cloak into Gravekeeper Cloak (Altered).",5,Base Game
armor_392,Guardian Garb,"Engraved golden garb.Worn by guardians of the Minor Erdtree.In accordance with an ancient pact with the Erdtree, it is said that their deaths led not to destruction, but instead to renewed, eternal life as guardians.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/guardian_garb_elden_ring_wiki_guide_200px.png,chest armor,7.7,,Guardian Set pieces can be acquired as drops from Erdtree Guardians that are found near Minor Erdtrees in the Lands Between.,1,Base Game
armor_393,Guardian Garb (Full Bloom),"Engraved golden garb. Worn by the guardians of the Minor Erdtrees.Raises the HP recovery effects of the Flask of Crimson Tears, but greatly lowers fire damage negation.It is said that the blood-red flowers blooming on their backs mark the senescence of their ancient pact. Perhaps the guardians are part tree already",http://eldenring.wiki.fextralife.com/file/Elden-Ring/guardian_garb_(full_bloom)_elden_ring_wiki_guide_200px.png,chest armor,8.8,"Increases healing from Flask of Crimson Tears, Lowers fire negation","Drops from Erdtree Guardians at Erdtree Sanctuary site of grace [Map Link]. The guardians will stop spawning after defeating Maliketh, the Black Blade",1,Base Game
armor_394,Haligtree Knight Armor,"Armor worn by knights sworn the Haligtree.Its left breast is emblazoned with the crest of the Haligtree. Though watered with Miquella's own blood since it was a sapling, the Haligtree ultimately failed to grow into an Erdtree.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/haligtree_knight_armor_elden_ring_wiki_guide_200px.png,chest armor,11.8,,"Haligtree Knights drop the Haligtree Knight Armor, Haligtree Knight Gauntlets, and Haligtree Knight Greaves. They can be found in the latter areas of Elphael, Brace of the Haligtree.",8,Base Game
armor_395,Haligtree Knight Armor (Altered),"Armor worn by knights sworn to the Haligtree. Its left breast is emblazoned with the crest of the Haligtree. Though watered with Miquella's own blood since it was a sapling, the Haligtree ultimately failed to grow into an Erdtree.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/haligtree_knight_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,10.8,,"After completing Boc's Questline, you (or Boc) can alter Haligtree Knight Armor into Haligtree Knight Armor (Altered).",8,Base Game
armor_396,High Page Clothes,"Clothes of a page selected for special privileges by the noble they serve.Traveling wear tailored with exquisite precision, to avoid any undue shame for the page's master.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/high_page_clothes_elden_ring_wiki_guide_200px.png,chest armor,5.3,,"Can be farmed from High Pages.The earliest one that can be found is in Raya Lucaria Academy. From the Church of the Cuckoo site, enter the church and take the shortcut ladder up. On the other side of the room is a long hallway with a High Page at the end.They can also be found in Leyndell, Royal Capital in various buildings.",1,Base Game
armor_397,High Page Clothes (Altered),"Clothes of a page selected for special privileges by the noble they serve. Traveling wear tailored with exquisite precision, to avoid any undue shame for the page's master.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/high_page_clothes_(altered)_elden_ring_wiki_guide_200px.png,chest armor,4.3,,Dropped by the one different looking page beside a staircase leading indoors near West Capital Rampart site of grace in Leyndell,1,Base Game
armor_398,Hoslow's Armor (Altered),"Garish silver armor decorated with red embellishments. Passed down through the Hoslow family. When Juno Hoslow received an invitation to the Volcano Manor, he discreetly refused. ""I have already walked many a road drenched in blood, yet never would I consider myself a champion.""",http://eldenring.wiki.fextralife.com/file/Elden-Ring/hoslows_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,10.8,,"After completing Boc's Questline, you (or Boc) can alter Hoslow's Armor into Hoslow's Armor (Altered).",9,Base Game
armor_399,Ivory-Draped Tabard,Padded cloth armor with a shawl in the color of ivory draped over the shoulders.Worn by foot soldiers sworn to the Haligtree.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/ivory-draped_tabard_elden_ring_wiki_guide_200px.png,chest armor,8.3,,"Chance to drop from Foot Soldiers in Elphael, Brace of the Haligtree",5,Base Game
armor_400,Land of Reeds Armor (Altered),"Armor made from strips of iron fastened together. Worn by warriors of the Land of Reeds. The Land of Reeds has long been locked in a miserable civil war, during which time it has remained alienated from the cultures of its neighbors. Little wonder that the entire nation has succumbed to blood-soaked madness, or so it is said.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/land_of_reeds_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,7.8,,"Starting Equipment for the Samurai Class.Sold by the Isolated Merchant in Dragonbarrow for 1,500 Runes. [Elden Ring Map here]",7,Base Game
armor_401,Lazuli Robe,"Robe worn by scholars of the Lazuli Conspectus, singular among the greater Raya Lucaria Academy.These scholars, who sought to master Carian sorcery, instead learned to see the moon as equal to the stars.This robe, in the hue of the full moon, signifies their heresy.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/lazuli_robe_elden_ring_wiki_guide_200px.png,chest armor,4.1,,Chance to drop from Lazuli Sorcerers in Raya Lucaria Academy.,2,Base Game
armor_402,Leather Armor,Lightweight and battle-proven leather armor worn by a savvy soldier.Many admire the wearer of this armor for his chivalrous and forthright spirit.,http://eldenring.wiki.fextralife.com/file/Elden-Ring/leather_armor_elden_ring_wiki_guide_200px.png,chest armor,7.1,,Murkwater Cave. Drops from Patches if he's killed after pleading for mercy. Elden Ring Map here,4,Base Game
armor_403,Leyndell Knight Armor,"Armor worn by knights sworn to defend the royal capital of Leyndell.Its left breast is emblazoned with a symbol of Erdtree Worship, said to have once been imbued with an incantation of protection.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/leyndell_knight_armor_elden_ring_wiki_guide_200px.png,chest armor,11.8,,Dropped by Leyndell Knights,8,Base Game
armor_404,Leyndell Knight Armor (Altered),"Armor worn by knights sworn to defend the royal capital of Leyndell. Its left breast is emblazoned with a symbol of Erdtree Worship, said to have once been imbued with an incantation of protection.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/leyndell_knight_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,10.8,,Drops from Leyndell Knights.,8,Base Game
armor_405,Lionel's Armor (Altered),"Round iron armor. Worn by Lionel the Lionhearted. When this chivalrous, dauntless knight met Fia, who had been driven from her home, he declared himself to be her father.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/lionels_armor_(altered)_elden_ring_wiki_guide_200px.png,chest armor,20.2,,"After completing Boc's Questline, you (or Boc) can alter Lionel's Armor into Lionel's Armor (Altered).",11,Base Game
armor_406,Lord of Blood's Robe (Altered),"Attire of Mohg, Lord of Blood, embroidered with an extravagant gold emblem on black cloth. The dress of a Luminary, the reigning lord and hierarch of the coming dynasty of Mohgwyn. Or perhaps, of a raving lunatic.",http://eldenring.wiki.fextralife.com/file/Elden-Ring/lord_of_bloods_robe_(altered)_elden_ring_wiki_guide_200px.png,chest armor,7.3,,"After completing Boc's Questline, you (or Boc) can alter Lord of Blood's Robe into Lord of Blood's Robe (Altered).",3,Base Game
