id,name,image,description,type,damage negation,resistance,weight,special effect,how to acquire,in-game section,dlc
430,Preceptor's Long Gown (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/preceptors_long_gown_(altered)_elden_ring_wiki_guide_200px.png,"Modest garb, previously worn under a long, bright blue gown with the movements of the stars drawn upon it.",chest armor,"[{'Physical': '4.2', 'VS Strike': '4.2', 'VS Slash': '2.7', 'VS Pierce': '4.2', 'Magic': '12.8', 'Fire': '12.4', 'Lightning': '11.9', 'Holy': '12.4'}]","[{'Immunity': '38', 'Robustness': '16', 'Focus': '57', 'Vitality': '57', 'Poise': '7'}]",3.2,,"After completing Boc's Questline, you (or Boc) can alter Preceptor's Long Gown into Preceptor's Long Gown (Altered).",2,Base Game
431,Prophet Robe (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/prophet_robe_(altered)_elden_ring_wiki_guide_200px.png,Robe of exiled prophets who foretold misfortuneand were persecuted and driven from their homes as a result. Made from rough fabric that scrapes against the skin like a sharpening file.,chest armor,"[{'Physical': '6.1', 'VS Strike': '6.1', 'VS Slash': '5.3', 'VS Pierce': '6.1', 'Magic': '13.3', 'Fire': '12.4', 'Lightning': '12.8', 'Holy': '12.8'}]","[{'Immunity': '38', 'Robustness': '22', 'Focus': '69', 'Vitality': '75', 'Poise': '10'}]",5.1,,"After completing Boc's Questline, you (or Boc) can alter Prophet Robe into Prophet Robe (Altered).",2,Base Game
432,Radahn's Lion Armor (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/radahns_lion_armor_(altered)_elden_ring_wiki_guide_200px.png,"Armor depicting the golden lion. Worn by General Radahn. The golden lion is said to symbolize Godfrey, the first Elden Lord, and his beast regent, Serosh. From his youngest years, Radahn was naturally captivated by the Lord of the Battlefield.",chest armor,"[{'Physical': '18.5', 'VS Strike': '14.6', 'VS Slash': '17.7', 'VS Pierce': '17', 'Magic': '13.3', 'Fire': '14', 'Lightning': '12.4', 'Holy': '13.3'}]","[{'Immunity': '52', 'Robustness': '82', 'Focus': '34', 'Vitality': '32', 'Poise': '33'}]",16.4,,"After completing Boc's Questline, you (or Boc) can alter Radahn's Lion Armor into Radahn's Lion Armor (Altered).",10,Base Game
433,Ragged Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/ragged_armor_elden_ring_wiki_guide_200px.png,Armor pieced together from scavenged metal.,chest armor,"[{'Physical': '9.5', 'VS Strike': '10.2', 'VS Slash': '9.5', 'VS Pierce': '9.5', 'Magic': '10.9', 'Fire': '11.4', 'Lightning': '11.9', 'Holy': '10.9'}]","[{'Immunity': '63', 'Robustness': '42', 'Focus': '55', 'Vitality': '55', 'Poise': '17'}]",9.2,,Not currently obtainable.,0,0
434,Ragged Armor (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/ragged_armor_(altered)_elden_ring_wiki_guide_200px.png,Armor pieced together from scavenged metal.,chest armor,"[{'Physical': '9.1', 'VS Strike': '9.8', 'VS Slash': '9.1', 'VS Pierce': '9.1', 'Magic': '10.5', 'Fire': '11.2', 'Lightning': '11.7', 'Holy': '10.5'}]","[{'Immunity': '60', 'Robustness': '38', 'Focus': '50', 'Vitality': '50', 'Poise': '16'}]",8.5,,Not currently obtainable.,0,0
435,Raging Wolf Armor (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/raging_wolf_armor_(altered)_elden_ring_wiki_guide_200px.png,"Armor worn by Vargram the Raging Wolf, one of the first Tarnished to visit the Roundtable Hold.According to the old legends, wolves are the shadows of the Empyrean.Vargram aspired to such a state himself.",chest armor,"[{'Physical': '12.8', 'VS Strike': '10.8', 'VS Slash': '12.8', 'VS Pierce': '12.3', 'Magic': '8.7', 'Fire': '10.8', 'Lightning': '6.6', 'Holy': '8.7'}]","[{'Immunity': '25', 'Robustness': '50', 'Focus': '10', 'Vitality': '10', 'Poise': '19'}]",9,,Altering the Raging Wolf Armor at a Site of Grace or through Boc the Seamster.,9,Base Game
436,Raptor's Black Feathers,http://eldenring.wiki.fextralife.com/file/Elden-Ring/raptors_black_feathers_elden_ring_wiki_guide_200px.png,"Robe crafted with the black feathers of a bird of prey. Worn by the assassins of Ravenmount.A ritual implement for transforming into a Deathbird, if only by imitation.Strengthens jump attacks.""We are birds of prey, bringers of death.""",chest armor,"[{'Physical': '8', 'VS Strike': '8.8', 'VS Slash': '9.5', 'VS Pierce': '9.5', 'Magic': '10.2', 'Fire': '10.2', 'Lightning': '10.9', 'Holy': '9.5'}]","[{'Immunity': '57', 'Robustness': '35', 'Focus': '60', 'Vitality': '60', 'Poise': '15'}]",7.7,Increases damage of jumping attacks,"Inside the Sage's Cave, in a chest behind an illusory wall. See it on the Elden Ring Map here.",4,Base Game
437,Redmane Knight Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/redmane_knight_armor_elden_ring_wiki_guide_200px.png,"Armor worn by knights who fought by General Radahn's side.When they were driven to defeat by Malenia's scarlet rot, the Redmane Knights burned the crest on the left breast of their armor to indicate their resolve.""Alas, dear home, I shan't see you again! For our duty is to remain here, a bulwark against the blight.""",chest armor,"[{'Physical': '13.5', 'VS Strike': '11.4', 'VS Slash': '13.5', 'VS Pierce': '12.4', 'Magic': '10.9', 'Fire': '12.8', 'Lightning': '9.5', 'Holy': '10.9'}]","[{'Immunity': '35', 'Robustness': '55', 'Focus': '14', 'Vitality': '25', 'Poise': '24'}]",11.8,,Chance to drop from Radahn Knight in Fort Gael. Elden Ring Map here,8,Base Game
438,Redmane Knight Armor (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/redmane_knight_armor_(altered)_elden_ring_wiki_guide_200px.png,"Armor worn by knights who fought by General Radahn's side. When they were driven to defeat by Malenia's scarlet rot, the Redmane Knights burned the crest on the left breast of their armor to indicate their resolve. ""Alas, dear home, I shan't see you again! For our duty is to remain here, a bulwark against the blight.""",chest armor,"[{'Physical': '13.1', 'VS Strike': '11', 'VS Slash': '13.1', 'VS Pierce': '12', 'Magic': '10.5', 'Fire': '12.4', 'Lightning': '9.1', 'Holy': '10.5'}]","[{'Immunity': '32', 'Robustness': '50', 'Focus': '24', 'Vitality': '22', 'Poise': '24'}]",10.8,,"After completing Boc's Questline, the player (or Boc) can alter Redmane Knight Armor into Redmane Knight Armor (Altered).",8,Base Game
439,Redmane Surcoat,http://eldenring.wiki.fextralife.com/file/Elden-Ring/redmane_surcoat_elden_ring_wiki_guide_200px.png,"Armor worn by soldiers who fought by General Radahn's side.The surcoat depicts a red-maned lion raising a sword in the image of Radahn. Thus, they were redmanes, and all proved they were worthy of the name.",chest armor,"[{'Physical': '13.5', 'VS Strike': '10.9', 'VS Slash': '12.4', 'VS Pierce': '11.9', 'Magic': '10.2', 'Fire': '11.4', 'Lightning': '8', 'Holy': '9.5'}]","[{'Immunity': '32', 'Robustness': '50', 'Focus': '23', 'Vitality': '24', 'Poise': '22'}]",10.6,,Easily found in large numbers around Fort Gael. Elden Ring Map Here.,6,Base Game
440,Ronin's Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/ronins_armor_elden_ring_wiki_guide_200px.png,"Armor of the man who calls himself Shabriri.Highly functional and heavily worn.The man, once known as Yura, kept a woman in the deepest reaches of his heart.",chest armor,"[{'Physical': '10.5', 'VS Strike': '10.5', 'VS Slash': '11.2', 'VS Pierce': '10.5', 'Magic': '11.9', 'Fire': '12.4', 'Lightning': '13.4', 'Holy': '11.9'}]","[{'Immunity': '66', 'Robustness': '48', 'Focus': '52', 'Vitality': '57', 'Poise': '16'}]",8.5,,Acquired by following Yura's questline and eventually defeating Shabriri.. Elden Ring Map here,7,Base Game
441,Ronin's Armor (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/ronins_armor_(altered)_elden_ring_wiki_guide_200px.png,"Armor of the man who calls himself Shabriri. Highly functional and heavily worn. The man, once known as Yura, kept a woman in the deepest reaches of his heart.",chest armor,"[{'Physical': '8.8', 'VS Strike': '8.8', 'VS Slash': '9.5', 'VS Pierce': '8.8', 'Magic': '10.2', 'Fire': '10.9', 'Lightning': '11.9', 'Holy': '10.2'}]","[{'Immunity': '54', 'Robustness': '38', 'Focus': '42', 'Vitality': '45', 'Poise': '15'}]",7.6,,Boc the Seamster can alter the original Ronin's Armor if you have it in your possession.,7,Base Game
442,Rotten Gravekeeper Cloak (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/rotten_gravekeeper_cloak_(altered)_elden_ring_wiki_guide_200px.png,"Cloak wrapped with bronze snakes, eaten through by scarlet rot. Worn by gladiators who were driven from the colosseum. The wearer becomes a slightly easier target for foes.",chest armor,"[{'Physical': '6.1', 'VS Strike': '6.1', 'VS Slash': '6.1', 'VS Pierce': '6.1', 'Magic': '8', 'Fire': '8', 'Lightning': '10.2', 'Holy': '8'}]","[{'Immunity': '64', 'Robustness': '25', 'Focus': '34', 'Vitality': '34', 'Poise': '8'}]",5.1,,"After completing Boc's Questline, you (or Boc) can alter Rotten Gravekeeper Cloak into Rotten Gravekeeper Cloak (Altered).",5,Base Game
443,Royal Knight Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/royal_knight_armor_elden_ring_wiki_guide_200px.png,"Silver armor of Loretta, a knight who served Miquella's Haligtree.Loretta was once a royal Carian Knight, and her lapis-lazuli blue cape is the emblem of the knightly pride that continues to guide her.",chest armor,"[{'Physical': '16', 'VS Strike': '14.4', 'VS Slash': '17.5', 'VS Pierce': '16.8', 'Magic': '14.1', 'Fire': '13.3', 'Lightning': '12.4', 'Holy': '13'}]","[{'Immunity': '50', 'Robustness': '67', 'Focus': '35', 'Vitality': '35', 'Poise': '24'}]",15.5,,"Can be brought from Finger Reader Enia, at Roundtable Hold after defeating Loretta, Knight of the Haligtree for 6000.",9,Base Game
444,Royal Knight Armor (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/royal_knight_armor_(altered)_elden_ring_wiki_guide_200px.png,"Silver armor of Loretta, a knight who served Miquella's Haligtree. Loretta, once a royal Carian knight, went on a journey in search of a haven for Albinaurics, and determined that the Haligtree was their best chance for eventual salvation.",chest armor,"[{'Physical': '15.8', 'VS Strike': '14.2', 'VS Slash': '17.3', 'VS Pierce': '16.6', 'Magic': '13.9', 'Fire': '13.1', 'Lightning': '12.2', 'Holy': '12.8'}]","[{'Immunity': '45', 'Robustness': '61', 'Focus': '32', 'Vitality': '32', 'Poise': '28'}]",15,,"Boc the Seamster can alter the original Royal Knight Armor, if you have it in your possession.",9,Base Game
445,Royal Remains Armor,http://eldenring.wiki.fextralife.com/file/Elden-Ring/royal_remains_armor_elden_ring_wiki_guide_200px.png,"Armory graces with gold human bones.Worn by the unspeaking adherent of Sir Gideon the All-Knowing.Slowly replenishes HP when HP is reduced.It is said that the bones belong to an ancient lord - the soulless king. The lord of the lost and desperate, who was known as Ensha.",chest armor,"[{'Physical': '11.9', 'VS Strike': '11.4', 'VS Slash': '12.9', 'VS Pierce': '11.9', 'Magic': '9.5', 'Fire': '10.2', 'Lightning': '8', 'Holy': '8.8'}]","[{'Immunity': '35', 'Robustness': '57', 'Focus': '24', 'Vitality': '11', 'Poise': '21'}]",10.6,Slowly replenishes HP when HP is reduced,"Upon attaining the Haligtree Secret Medallion (Right), Ensha of the Royal Remains will invade the players world the next time they travel back to Roundtable Hold. The full Royal Remains Set is acquired after beating him.",9,Base Game
446,Scaled Armor (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/scaled_armor_(altered)_elden_ring_wiki_guide_200px.png,"Armor worn by Old Knight Istvan. The corroded metal is reinforced with rock-hard scales, making it highly effective against non-physical attacks. Istvan is one of a few wizened Tarnished who survive to this day.",chest armor,"[{'Physical': '15.3', 'VS Strike': '13.4', 'VS Slash': '16', 'VS Pierce': '15.3', 'Magic': '12.8', 'Fire': '13.3', 'Lightning': '12.4', 'Holy': '12.8'}]","[{'Immunity': '45', 'Robustness': '64', 'Focus': '29', 'Vitality': '29', 'Poise': '30'}]",15,,Boc the Seamster can alter the original Scaled Armor if you have it in your possession.,10,Base Game
447,Scarlet Tabard,http://eldenring.wiki.fextralife.com/file/Elden-Ring/scarlet_tabard_elden_ring_wiki_guide_200px.png,Padded cloth armor with the telltale stains of the scarlet rot. Worn by foot soldiers in General Radahn's army,chest armor,"[{'Physical': '10.2', 'VS Strike': '9.5', 'VS Slash': '8.8', 'VS Pierce': '8.8', 'Magic': '10.9', 'Fire': '11.9', 'Lightning': '11.9', 'Holy': '10.9'}]","[{'Immunity': '63', 'Robustness': '42', 'Focus': '55', 'Vitality': '55', 'Poise': '17'}]",8.3,,"Drops from radahn foot soldiers. Can be dropped in Fort Gael, got some from footmen at Fort Gael North.",5,Base Game
448,Shaman Furs,http://eldenring.wiki.fextralife.com/file/Elden-Ring/shaman_furs_fixed.png,"Raiment fashioned from a bristly pelt.Worn by ancestral follower shamans.The ancestral followers live a distance from the Erdtree, awaiting new buds. They are certain to sprout from their very flesh, and indeed, their souls.",chest armor,"[{'Physical': '5.3', 'VS Strike': '6.1', 'VS Slash': '5.3', 'VS Pierce': '8', 'Magic': '8', 'Fire': '7.1', 'Lightning': '8', 'Holy': '6.7'}]","[{'Immunity': '63', 'Robustness': '42', 'Focus': '55', 'Vitality': '35', 'Poise': '10'}]",5.1,,The chest piece can be looted off of the Ancestral Follower Shaman in the Ancestral Woods area of Siofra River.,3,Base Game
449,Snow Witch Robe (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/snow_witch_robe_(altered)_elden_ring_wiki_guide_200px.png,"Witch's robe in the color of snow. Once worn by the snowy crone who the young Ranni encountered deep in the woods. She was a witch, and well versed in cold sorceries. It is said that the doll that houses Ranni's soul was modeled after her. That old witch was Ranni's secret mentor.",chest armor,"[{'Physical': '4.6', 'VS Strike': '5.7', 'VS Slash': '5.7', 'VS Pierce': '3.1', 'Magic': '13.2', 'Fire': '13.2', 'Lightning': '13', 'Holy': '13.2'}]","[{'Immunity': '32', 'Robustness': '25', 'Focus': '57', 'Vitality': '57', 'Poise': '7'}]",4.6,,"After completing Boc's Questline, you (or Boc) can alter Snow Witch Robe into Snow Witch Robe (Altered).",2,Base Game
450,Spellblade's Traveling Attire,http://eldenring.wiki.fextralife.com/file/Elden-Ring/spellblades_traveling_attire-elden-ring-wiki-guide.png,"Glintstone sorcerer Rogier's traveling attire, graced with an intricate, aristocratic decoration. Strengthens glintstone sorcery skills. Rogier spent his entire life behaving with utter detachment. No one noticed the anger, grief, regret, or fear that existed along with it.",chest armor,"[{'Physical': '4.1', 'VS Strike': '2.6', 'VS Slash': '4.1', 'VS Pierce': '4.1', 'Magic': '12.7', 'Fire': '11.3', 'Lightning': '11.8', 'Holy': '12.7'}]","[{'Immunity': '35', 'Robustness': '17', 'Focus': '59', 'Vitality': '63', 'Poise': '7'}]",3.3,Strengthens magic and cold weapon skills by 2%,Roundtable Hold - Drops from Rogier.,2,Base Game
451,Spellblade's Traveling Attire (Altered),http://eldenring.wiki.fextralife.com/file/Elden-Ring/spellblades_traveling_attire_(altered)_elden_ring_wiki_guide_200px.png,"Glintstone sorcerer Rogier's traveling attire, graced with an intricate, aristocratic decoration. Strengthens glintstone sorcery skills. Rogier spent his entire life behaving with utter detachment. No one noticed the anger, grief, regret, or fear that existed along with it.",chest armor,"[{'Physical': '2.6', 'VS Strike': '0.5', 'VS Slash': '2.6', 'VS Pierce': '2.6', 'Magic': '12.6', 'Fire': '10.9', 'Lightning': '11.4', 'Holy': '12.6'}]","[{'Immunity': '32', 'Robustness': '10', 'Focus': '54', 'Vitality': '57', 'Poise': '5'}]",2.5,Strengthens magic and cold weapon skills by 2%,Boc the Seamster can alter the original Spellblade's Traveling Attire if you have it in your possession.,2,Base Game
452,Traveler's Clothes,http://eldenring.wiki.fextralife.com/file/Elden-Ring/travelers_clothes_elden_ring_wiki_guide_200px.png,Light yet sturdy clothes.Worn by young women who set off into the world to confront their fate.,chest armor,"[{'Physical': '6.1', 'VS Strike': '5.3', 'VS Slash': '4.2', 'VS Pierce': '2.7', 'Magic': '13.3', 'Fire': '12.6', 'Lightning': '12.8', 'Holy': '12.4'}]","[{'Immunity': '35', 'Robustness': '24', 'Focus': '67', 'Vitality': '67', 'Poise': '8'}]",4.1,,"Elphael, Brace of the Haligtree: The entire Traveler's Set is found deep underground in a side room with a large orange flower, adjacent to the Haligtree Roots site of grace. Elden Ring Map Link",1,Base Game
